NO.,IDW,MIDW,W,ID,HV,HD,IC,O,Iorb,Oorb,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCH3,SCH4,SCH5,SCH6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCH3,BCH4,BCY5,BCH6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCH3,VCH4,VCH5,VCH6,VPC4,VPC5,VPC6,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
296,21439.24,8.627,2485,4.846,3.325,4.702,2.789,4,4.89,2,180,226,1.598,3.662,4.958,5.12,5.194,5.194,5.194,0.278,0.636,0.862,0.89,0.903,0.903,0.903,4.156,2.092,0.797,0.635,0.56,0.56,0.56,22.077,14.74,14.434,13.114,11.068,9.751,7.607,3.001,0.118,1.149,0.131,0,0,0.079,0.417,7.87,12.895,21.65,19.934,12.032,10.629,8.363,6.153,4.751,3.215,2.088,0.088,0.581,0.07,0,0,0.051,0.203,4.589,6.612,9.71,17.599,10.206,8.467,6.253,4.582,3.348,2.163,1.458,0.04,0.287,0.018,0,0,0.04,0.154,2.881,4.089,5.666,31,35,55,81,114,161,203,265,346,421,500
297,2398.199,6.499,369,3.82,2.791,3.622,2.2,3,3.907,2,76,88,1.731,3.478,4.379,4.522,4.522,4.522,4.522,0.36,0.723,0.911,0.941,0.941,0.941,0.941,3.077,1.329,0.429,0.286,0.286,0.286,0.286,10.836,7.203,6.407,5.262,4.262,2.884,2.077,1.031,0,0.164,0,0,0,0.118,0.219,2.225,3.455,4.525,10,6.257,5.196,4.075,3.086,1.95,1.326,0.752,0,0.087,0,0,0,0.118,0.179,1.55,2.22,2.617,8.166,4.814,3.515,2.451,1.671,0.956,0.532,0.382,0,0.035,0,0,0,0.068,0.095,0.718,0.933,0.983,15,16,22,28,35,38,39,33,29,26,15
298,1849.392,6.312,293,3.698,2.532,3.529,1.985,4,3.664,3,74,84,1.971,3.209,3.732,4.096,4.187,4.187,4.187,0.442,0.72,0.837,0.918,0.939,0.939,0.939,2.489,1.25,0.727,0.364,0.273,0.273,0.273,10.182,6.561,6.811,4.356,3.898,2.958,1.852,2.03,0.354,0.136,0,0,0,0.096,0.287,1.959,3.467,4.711,8.436,4.524,3.942,2.144,1.594,1.005,0.529,0.991,0.144,0.048,0,0,0,0.037,0.094,0.831,1.214,1.369,7.96,5.586,4.517,2.434,1.789,1.155,0.627,0.876,0.083,0.039,0,0,0,0.021,0.067,0.797,1.147,1.352,14,15,22,25,34,38,36,36,30,18,12
299,238002.75,10.797,22044,5.909,4.252,5.786,2.735,9,6.022,8,318,360,1.439,2.886,4.585,5.769,6.377,6.554,6.67,0.202,0.406,0.645,0.812,0.897,0.922,0.938,5.67,4.222,2.524,1.339,0.732,0.555,0.439,48.432,30.616,28.258,21.519,16.795,10.814,8.455,5.44,0.177,1.25,0,0,0,0,0.093,10.813,16.872,22.148,45.875,27.62,25.04,18.776,14.175,8.843,6.656,5.103,0.177,1.164,0,0,0,0,0.093,10.118,15.352,19.866,37.578,22.318,17.568,12.022,7.969,4.918,3.146,2.529,0.046,0.394,0,0,0,0,0.054,4.535,5.721,6.637,65,67,92,109,130,141,163,159,181,188,215
300,36500.402,8.844,4127,4.989,3.79,4.784,3.223,4,4.97,3,172,199,1.818,3.873,5.004,5.381,5.454,5.454,5.454,0.314,0.67,0.866,0.931,0.943,0.943,0.943,3.963,1.909,0.777,0.4,0.327,0.327,0.327,24.828,16.189,14.847,11.534,9.465,7.58,5.312,2.62,0,0.532,0,0,0,0,0.194,5.303,7.933,12.182,22.052,12.986,10.797,7.772,5.759,4.174,2.687,1.673,0,0.287,0,0,0,0,0.09,3.169,4.293,5.967,17.764,10.126,7.405,5.092,3.367,2.231,1.261,0.86,0,0.115,0,0,0,0,0.063,1.632,2.018,2.488,34,36,50,63,80,100,105,108,115,131,131
301,41783.863,9.137,4573,5.099,3.659,4.957,3.129,3,5.047,3,198,236,1.927,4.212,5.268,5.349,5.349,5.349,5.349,0.328,0.716,0.896,0.909,0.909,0.909,0.909,3.956,1.671,0.615,0.534,0.534,0.534,0.534,26.905,17.491,16.9,13.718,10.61,8.402,6.094,3.557,0.204,1.309,0.204,0,0.111,0.45,0.886,7.99,10.329,15.088,23.792,13.877,12.292,9.051,6.24,4.581,3.152,2.528,0.177,0.759,0.125,0,0.096,0.3,0.523,5.028,5.722,7.553,21.245,12.708,10.494,7.48,5.304,3.812,2.424,1.739,0.102,0.285,0.019,0,0.075,0.275,0.465,3.049,3.801,4.994,37,40,59,78,98,122,143,167,185,213,228
302,667.276,5.296,126,3.246,2.417,2.999,1.895,4,2.922,2,44,46,1.192,2.277,3.344,3.675,3.795,3.795,3.795,0.263,0.503,0.739,0.812,0.839,0.839,0.839,3.332,2.246,1.179,0.848,0.728,0.728,0.728,7.397,4.788,4.134,2.529,2.09,1.455,0.596,0.612,0,0,0,0,0,0,0.102,0.642,1.042,1.152,6.671,3.827,3.084,1.487,1.085,0.622,0.248,0.526,0,0,0,0,0,0,0.032,0.408,0.568,0.52,6.249,3.583,2.667,1.401,0.986,0.564,0.215,0.354,0,0,0,0,0,0,0.032,0.322,0.44,0.401,10,10,12,12,14,14,8,6,4,0,0
303,421.796,5.021,84,3.044,2.138,2.872,1.53,2,3.17,1,42,46,2.104,3.393,3.547,3.547,3.547,3.547,3.547,0.569,0.917,0.958,0.958,0.958,0.958,0.958,1.597,0.308,0.154,0.154,0.154,0.154,0.154,6.853,4.198,3.873,2.86,1.817,1.332,0.504,0.76,0,0.167,0,0,0,0,0.068,1.478,1.558,2.076,6.232,3.238,2.588,1.662,0.891,0.563,0.186,0.455,0,0.083,0,0,0,0,0.024,0.79,0.712,0.839,4.374,2.169,1.403,0.759,0.371,0.191,0.049,0.164,0,0.014,0,0,0,0,0.014,0.222,0.176,0.155,9,9,12,13,13,14,7,1,0,0,0
304,2531.8,6.475,391,3.828,2.842,3.601,2.322,4,3.507,2,76,86,1.538,2.669,3.5,3.867,4.029,4.029,4.029,0.302,0.525,0.688,0.76,0.792,0.792,0.792,3.55,2.418,1.587,1.221,1.059,1.059,1.059,10.726,7.202,6.641,4.871,3.898,3.118,1.847,1.319,0.125,0,0,0,0,0.102,0.305,2.111,3.266,4.253,10.519,6.836,6.187,4.578,3.686,2.885,1.658,1.2,0.125,0,0,0,0,0.102,0.305,2,3.16,4.031,8.946,5.573,4.288,3.007,2.266,1.654,0.774,0.514,0.042,0,0,0,0,0.034,0.161,0.867,1.348,1.642,15,16,22,26,33,38,34,34,32,22,14
305,2613.251,6.501,402,3.831,2.878,3.622,2.257,4,3.64,2,66,72,1.751,2.689,3.536,3.938,4.115,4.115,4.115,0.354,0.543,0.714,0.795,0.831,0.831,0.831,3.203,2.265,1.419,1.016,0.839,0.839,0.839,11.096,7.274,5.674,4.418,3.403,2.28,1.018,0.606,0,0.118,0,0,0,0,0.102,1.445,2.118,2.585,10.303,6.577,4.997,3.684,2.713,1.866,0.793,0.466,0,0.059,0,0,0,0,0.102,0.993,1.364,1.641,9.372,5.783,4.056,2.731,1.916,1.293,0.435,0.261,0,0.014,0,0,0,0,0.102,0.498,0.648,0.733,15,15,18,21,23,23,17,16,14,10,6
306,195.064,4.241,46,2.585,1.914,2.465,1.379,2,2.522,1,28,26,1.888,2.752,3.085,3.085,3.085,3.085,3.085,0.527,0.768,0.861,0.861,0.861,0.861,0.861,1.697,0.833,0.5,0.5,0.5,0.5,0.5,5.914,3.061,3.311,1,0.75,0,0,1.561,0.354,0,0,0,0,0,0,0.75,1,0.25,5.237,2.481,2.183,0.697,0.493,0,0,0.757,0.144,0,0,0,0,0,0,0.391,0.493,0.102,5.244,3.862,3.029,1.595,1.038,0,0,0.552,0.065,0,0,0,0,0,0,0.326,0.483,0.061,7,6,8,4,3,0,0,0,0,0,0
